,cbsa,year,city,murder
686,40380,2000,"Rochester,NY",1720.0
687,40380,2001,"Rochester,NY",1650.0
688,40380,2002,"Rochester,NY",1735.0
689,40380,2003,"Rochester,NY",1845.0
690,40380,2004,"Rochester,NY",1780.0
691,40380,2005,"Rochester,NY",1940.0
692,40380,2006,"Rochester,NY",2060.0
693,40380,2007,"Rochester,NY",2015.0
694,40380,2008,"Rochester,NY",1880.0
695,40380,2009,"Rochester,NY",1900.0
696,40380,2010,"Rochester,NY",1810.0
697,33340,1960,"Milwaukee,WI",8.0
698,33340,1961,"Milwaukee,WI",16.0
699,33340,1962,"Milwaukee,WI",0.0
700,33340,1963,"Milwaukee,WI",4.0
701,33340,1964,"Milwaukee,WI",0.0
702,33340,1965,"Milwaukee,WI",4.0
703,33340,1966,"Milwaukee,WI",4.0
704,33340,1967,"Milwaukee,WI",0.0
705,33340,1968,"Milwaukee,WI",8.0
706,33340,1969,"Milwaukee,WI",12.0
707,33340,1970,"Milwaukee,WI",16.0
708,33340,1971,"Milwaukee,WI",20.0
709,33340,1972,"Milwaukee,WI",12.0
710,33340,1973,"Milwaukee,WI",20.0
711,33340,1974,"Milwaukee,WI",20.0
712,33340,1975,"Milwaukee,WI",8.0
713,33340,1976,"Milwaukee,WI",20.0
714,33340,1977,"Milwaukee,WI",4.0
715,33340,1978,"Milwaukee,WI",12.0
716,33340,1979,"Milwaukee,WI",16.0
717,33340,1980,"Milwaukee,WI",4.0
718,33340,1981,"Milwaukee,WI",32.0
719,33340,1982,"Milwaukee,WI",48.0
720,33340,1983,"Milwaukee,WI",32.0
721,33340,1984,"Milwaukee,WI",36.0
722,33340,1985,"Milwaukee,WI",36.0
723,33340,1986,"Milwaukee,WI",28.0
724,33340,1987,"Milwaukee,WI",36.0
725,33340,1988,"Milwaukee,WI",44.0
726,33340,1989,"Milwaukee,WI",48.0
727,33340,1990,"Milwaukee,WI",28.0
728,33340,1991,"Milwaukee,WI",16.0
729,33340,1992,"Milwaukee,WI",28.0
730,33340,1993,"Milwaukee,WI",16.0
731,33340,1994,"Milwaukee,WI",20.0
732,33340,1995,"Milwaukee,WI",40.0
733,33340,1996,"Milwaukee,WI",24.0
734,33340,1997,"Milwaukee,WI",24.0
735,33340,1998,"Milwaukee,WI",24.0
736,33340,1999,"Milwaukee,WI",20.0
737,33340,2000,"Milwaukee,WI",36.0
738,33340,2001,"Milwaukee,WI",28.0
739,33340,2002,"Milwaukee,WI",36.0
740,33340,2003,"Milwaukee,WI",48.0
741,33340,2004,"Milwaukee,WI",20.0
742,33340,2005,"Milwaukee,WI",32.0
743,33340,2006,"Milwaukee,WI",40.0
744,33340,2007,"Milwaukee,WI",44.0
745,33340,2008,"Milwaukee,WI",20.0
746,33340,2009,"Milwaukee,WI",40.0
747,33340,2010,"Milwaukee,WI",20.0
748,31140,1960,"Louisville,KY",286.0
749,31140,1961,"Louisville,KY",156.0
750,31140,1962,"Louisville,KY",247.0
751,31140,1963,"Louisville,KY",130.0
752,31140,1964,"Louisville,KY",429.0
753,31140,1965,"Louisville,KY",208.0
754,31140,1966,"Louisville,KY",390.0
755,31140,1967,"Louisville,KY",429.0
756,31140,1968,"Louisville,KY",702.0
757,31140,1969,"Louisville,KY",598.0
758,31140,1970,"Louisville,KY",611.0
759,31140,1971,"Louisville,KY",871.0
760,31140,1972,"Louisville,KY",572.0
761,31140,1973,"Louisville,KY",845.0
762,31140,1974,"Louisville,KY",975.0
763,31140,1975,"Louisville,KY",780.0
764,31140,1976,"Louisville,KY",689.0
765,31140,1977,"Louisville,KY",767.0
766,31140,1978,"Louisville,KY",676.0
767,31140,1979,"Louisville,KY",910.0
768,31140,1980,"Louisville,KY",637.0
769,31140,1981,"Louisville,KY",767.0
770,31140,1982,"Louisville,KY",819.0
771,31140,1983,"Louisville,KY",728.0
772,31140,1984,"Louisville,KY",884.0
773,31140,1985,"Louisville,KY",871.0
774,31140,1986,"Louisville,KY",845.0
775,31140,1987,"Louisville,KY",1014.0
776,31140,1988,"Louisville,KY",1001.0
777,31140,1989,"Louisville,KY",1079.0
778,31140,1990,"Louisville,KY",1196.0
779,31140,1991,"Louisville,KY",1183.0
780,31140,1992,"Louisville,KY",1131.0
781,31140,1993,"Louisville,KY",832.0
782,31140,1994,"Louisville,KY",754.0
783,31140,1995,"Louisville,KY",689.0
784,31140,1996,"Louisville,KY",832.0
785,31140,1997,"Louisville,KY",689.0
786,31140,1998,"Louisville,KY",676.0
787,31140,1999,"Louisville,KY",611.0
788,31140,2000,"Louisville,KY",559.0
789,31140,2001,"Louisville,KY",845.0
790,31140,2002,"Louisville,KY",767.0
791,31140,2003,"Louisville,KY",1950.0
792,31140,2004,"Louisville,KY",1885.0
793,31140,2005,"Louisville,KY",2041.0
794,31140,2006,"Louisville,KY",1950.0
795,31140,2007,"Louisville,KY",2262.0
796,31140,2008,"Louisville,KY",1820.0
797,31140,2009,"Louisville,KY",1742.0
798,31140,2010,"Louisville,KY",1586.0
799,27260,1981,"Jacksonville,FL",30.0
800,27260,1982,"Jacksonville,FL",45.0
801,27260,1983,"Jacksonville,FL",20.0
802,27260,1984,"Jacksonville,FL",10.0
803,27260,1985,"Jacksonville,FL",40.0
804,27260,1986,"Jacksonville,FL",35.0
805,27260,1987,"Jacksonville,FL",65.0
806,27260,1988,"Jacksonville,FL",50.0
807,27260,1989,"Jacksonville,FL",60.0
808,27260,1990,"Jacksonville,FL",40.0
809,27260,1991,"Jacksonville,FL",50.0
810,27260,1992,"Jacksonville,FL",55.0
811,27260,1993,"Jacksonville,FL",30.0
812,27260,1994,"Jacksonville,FL",65.0
813,27260,1995,"Jacksonville,FL",55.0
814,27260,1996,"Jacksonville,FL",45.0
815,27260,1997,"Jacksonville,FL",45.0
816,27260,1998,"Jacksonville,FL",35.0
817,27260,1999,"Jacksonville,FL",15.0
818,27260,2000,"Jacksonville,FL",55.0
819,27260,2001,"Jacksonville,FL",30.0
820,27260,2002,"Jacksonville,FL",25.0
821,27260,2003,"Jacksonville,FL",20.0
822,27260,2004,"Jacksonville,FL",35.0
823,27260,2005,"Jacksonville,FL",35.0
824,27260,2006,"Jacksonville,FL",20.0
825,27260,2007,"Jacksonville,FL",25.0
826,27260,2008,"Jacksonville,FL",15.0
827,27260,2009,"Jacksonville,FL",75.0
828,27260,2010,"Jacksonville,FL",35.0
829,13820,1960,"Birmingham,AL",861.0
830,13820,1961,"Birmingham,AL",721.0
831,13820,1962,"Birmingham,AL",980.0
832,13820,1963,"Birmingham,AL",1092.0
833,13820,1964,"Birmingham,AL",1197.0
834,13820,1965,"Birmingham,AL",1211.0
835,13820,1966,"Birmingham,AL",1512.0
836,13820,1967,"Birmingham,AL",1687.0
837,13820,1968,"Birmingham,AL",1960.0
838,13820,1969,"Birmingham,AL",1981.0
839,13820,1970,"Birmingham,AL",1988.0
840,13820,1971,"Birmingham,AL",2569.0
841,13820,1972,"Birmingham,AL",2751.0
842,13820,1973,"Birmingham,AL",2373.0
843,13820,1974,"Birmingham,AL",2821.0
844,13820,1975,"Birmingham,AL",2506.0
845,13820,1976,"Birmingham,AL",1575.0
846,13820,1977,"Birmingham,AL",1435.0
847,13820,1978,"Birmingham,AL",1743.0
848,13820,1979,"Birmingham,AL",2107.0
849,13820,1980,"Birmingham,AL",2002.0
850,13820,1981,"Birmingham,AL",1848.0
851,13820,1982,"Birmingham,AL",2002.0
852,13820,1983,"Birmingham,AL",1834.0
853,13820,1984,"Birmingham,AL",1897.0
854,13820,1985,"Birmingham,AL",1736.0
855,13820,1986,"Birmingham,AL",1988.0
856,13820,1987,"Birmingham,AL",2156.0
857,13820,1988,"Birmingham,AL",2191.0
858,13820,1989,"Birmingham,AL",2212.0
859,13820,1990,"Birmingham,AL",2471.0
860,13820,1991,"Birmingham,AL",2730.0
861,13820,1992,"Birmingham,AL",2695.0
862,13820,1993,"Birmingham,AL",2758.0
863,13820,1994,"Birmingham,AL",2702.0
864,13820,1995,"Birmingham,AL",2758.0
865,13820,1996,"Birmingham,AL",2772.0
866,13820,1997,"Birmingham,AL",2261.0
867,13820,1998,"Birmingham,AL",2450.0
868,13820,1999,"Birmingham,AL",518.0
869,13820,2000,"Birmingham,AL",2100.0
870,13820,2001,"Birmingham,AL",2135.0
871,13820,2002,"Birmingham,AL",2296.0
872,13820,2003,"Birmingham,AL",2317.0
873,13820,2004,"Birmingham,AL",2275.0
874,13820,2005,"Birmingham,AL",2457.0
875,13820,2006,"Birmingham,AL",2499.0
876,13820,2007,"Birmingham,AL",2562.0
877,13820,2008,"Birmingham,AL",2310.0
878,13820,2009,"Birmingham,AL",2254.0
879,13820,2010,"Birmingham,AL",2149.0
880,12580,1960,"Baltimore,MD",30.0
881,12580,1961,"Baltimore,MD",36.0
882,12580,1962,"Baltimore,MD",90.0
883,12580,1963,"Baltimore,MD",72.0
884,12580,1964,"Baltimore,MD",90.0
885,12580,1965,"Baltimore,MD",84.0
886,12580,1966,"Baltimore,MD",78.0
887,12580,1967,"Baltimore,MD",126.0
888,12580,1968,"Baltimore,MD",90.0
889,12580,1969,"Baltimore,MD",120.0
890,12580,1970,"Baltimore,MD",156.0
891,12580,1971,"Baltimore,MD",216.0
892,12580,1972,"Baltimore,MD",222.0
893,12580,1973,"Baltimore,MD",258.0
894,12580,1974,"Baltimore,MD",402.0
895,12580,1975,"Baltimore,MD",264.0
896,12580,1976,"Baltimore,MD",210.0
897,12580,1977,"Baltimore,MD",342.0
898,12580,1978,"Baltimore,MD",288.0
899,12580,1979,"Baltimore,MD",354.0
900,12580,1980,"Baltimore,MD",270.0
901,12580,1981,"Baltimore,MD",396.0
902,12580,1982,"Baltimore,MD",342.0
903,12580,1983,"Baltimore,MD",312.0
904,12580,1984,"Baltimore,MD",270.0
905,12580,1985,"Baltimore,MD",288.0
906,12580,1986,"Baltimore,MD",396.0
907,12580,1987,"Baltimore,MD",336.0
908,12580,1988,"Baltimore,MD",342.0
909,12580,1989,"Baltimore,MD",300.0
910,12580,1990,"Baltimore,MD",246.0
911,12580,1991,"Baltimore,MD",282.0
912,12580,1992,"Baltimore,MD",276.0
913,12580,1993,"Baltimore,MD",306.0
914,12580,1994,"Baltimore,MD",318.0
915,12580,1995,"Baltimore,MD",282.0
916,12580,1996,"Baltimore,MD",96.0
917,12580,1997,"Baltimore,MD",246.0
918,12580,1998,"Baltimore,MD",240.0
919,12580,1999,"Baltimore,MD",234.0
920,12580,2000,"Baltimore,MD",192.0
921,12580,2001,"Baltimore,MD",228.0
922,12580,2002,"Baltimore,MD",246.0
923,12580,2003,"Baltimore,MD",192.0
924,12580,2004,"Baltimore,MD",228.0
925,12580,2005,"Baltimore,MD",258.0
926,12580,2006,"Baltimore,MD",300.0
927,12580,2007,"Baltimore,MD",342.0
928,12580,2008,"Baltimore,MD",240.0
929,12580,2009,"Baltimore,MD",216.0
930,12580,2010,"Baltimore,MD",240.0
931,18140,1960,"Columbus,OH",16.0
932,18140,1961,"Columbus,OH",16.0
933,18140,1962,"Columbus,OH",32.0
934,18140,1963,"Columbus,OH",16.0
935,18140,1964,"Columbus,OH",24.0
936,18140,1965,"Columbus,OH",8.0
937,18140,1966,"Columbus,OH",40.0
938,18140,1967,"Columbus,OH",40.0
939,18140,1968,"Columbus,OH",56.0
940,18140,1969,"Columbus,OH",80.0
941,18140,1970,"Columbus,OH",80.0
942,18140,1971,"Columbus,OH",96.0
943,18140,1972,"Columbus,OH",104.0
944,18140,1973,"Columbus,OH",88.0
945,18140,1974,"Columbus,OH",144.0
946,18140,1975,"Columbus,OH",120.0
947,18140,1976,"Columbus,OH",112.0
948,18140,1977,"Columbus,OH",56.0
949,18140,1978,"Columbus,OH",136.0
950,18140,1979,"Columbus,OH",72.0
951,18140,1980,"Columbus,OH",96.0
952,18140,1981,"Columbus,OH",136.0
953,18140,1982,"Columbus,OH",80.0
954,18140,1983,"Columbus,OH",64.0
955,18140,1984,"Columbus,OH",152.0
956,18140,1985,"Columbus,OH",168.0
957,18140,1986,"Columbus,OH",176.0
958,18140,1987,"Columbus,OH",216.0
959,18140,1988,"Columbus,OH",152.0
960,18140,1989,"Columbus,OH",96.0
961,18140,1990,"Columbus,OH",80.0
962,18140,1991,"Columbus,OH",128.0
963,18140,1992,"Columbus,OH",128.0
964,18140,1993,"Columbus,OH",152.0
965,18140,1994,"Columbus,OH",120.0
966,18140,1995,"Columbus,OH",152.0
967,18140,1996,"Columbus,OH",112.0
968,18140,1997,"Columbus,OH",168.0
969,18140,1998,"Columbus,OH",168.0
970,18140,1999,"Columbus,OH",136.0
971,18140,2000,"Columbus,OH",128.0
972,18140,2001,"Columbus,OH",168.0
973,18140,2002,"Columbus,OH",176.0
974,18140,2003,"Columbus,OH",312.0
975,18140,2004,"Columbus,OH",360.0
976,18140,2005,"Columbus,OH",392.0
977,18140,2006,"Columbus,OH",472.0
978,18140,2007,"Columbus,OH",624.0
979,18140,2008,"Columbus,OH",752.0
980,18140,2009,"Columbus,OH",584.0
981,18140,2010,"Columbus,OH",512.0
982,41940,1960,"SanJose,CA",44.0
983,41940,1961,"SanJose,CA",26.0
984,41940,1962,"SanJose,CA",18.0
985,41940,1963,"SanJose,CA",40.0
986,41940,1964,"SanJose,CA",26.0
987,41940,1965,"SanJose,CA",28.0
988,41940,1966,"SanJose,CA",50.0
989,41940,1967,"SanJose,CA",52.0
990,41940,1968,"SanJose,CA",22.0
991,41940,1969,"SanJose,CA",50.0
992,41940,1970,"SanJose,CA",46.0
993,41940,1971,"SanJose,CA",62.0
994,41940,1972,"SanJose,CA",76.0
995,41940,1973,"SanJose,CA",68.0
996,41940,1974,"SanJose,CA",70.0
997,41940,1975,"SanJose,CA",92.0
998,41940,1976,"SanJose,CA",82.0
999,41940,1977,"SanJose,CA",88.0
1000,41940,1978,"SanJose,CA",106.0
1001,41940,1979,"SanJose,CA",106.0
1002,41940,1980,"SanJose,CA",160.0
1003,41940,1981,"SanJose,CA",150.0
1004,41940,1982,"SanJose,CA",110.0
1005,41940,1983,"SanJose,CA",78.0
1006,41940,1984,"SanJose,CA",72.0
1007,41940,1985,"SanJose,CA",108.0
1008,41940,1986,"SanJose,CA",96.0
1009,41940,1987,"SanJose,CA",116.0
1010,41940,1988,"SanJose,CA",114.0
1011,41940,1989,"SanJose,CA",86.0
1012,41940,1990,"SanJose,CA",104.0
1013,41940,1991,"SanJose,CA",116.0
1014,41940,1992,"SanJose,CA",90.0
1015,41940,1993,"SanJose,CA",140.0
1016,41940,1994,"SanJose,CA",176.0
1017,41940,1995,"SanJose,CA",134.0
1018,41940,1996,"SanJose,CA",90.0
1019,41940,1997,"SanJose,CA",104.0
1020,41940,1998,"SanJose,CA",106.0
1021,41940,1999,"SanJose,CA",94.0
1022,41940,2000,"SanJose,CA",70.0
1023,41940,2001,"SanJose,CA",70.0
1024,41940,2002,"SanJose,CA",86.0
1025,41940,2003,"SanJose,CA",86.0
1026,41940,2004,"SanJose,CA",96.0
1027,41940,2005,"SanJose,CA",134.0
1028,41940,2006,"SanJose,CA",124.0
1029,41940,2007,"SanJose,CA",96.0
1030,41940,2008,"SanJose,CA",110.0
1031,41940,2009,"SanJose,CA",134.0
1032,41940,2010,"SanJose,CA",124.0
1033,26900,1960,"Indianapolis,IN",230.0
1034,26900,1961,"Indianapolis,IN",270.0
1035,26900,1962,"Indianapolis,IN",190.0
1036,26900,1963,"Indianapolis,IN",180.0
1037,26900,1964,"Indianapolis,IN",250.0
1038,26900,1965,"Indianapolis,IN",240.0
1039,26900,1966,"Indianapolis,IN",320.0
1040,26900,1967,"Indianapolis,IN",310.0
1041,26900,1968,"Indianapolis,IN",490.0
1042,26900,1969,"Indianapolis,IN",550.0
1043,26900,1970,"Indianapolis,IN",570.0
1044,26900,1971,"Indianapolis,IN",590.0
1045,26900,1972,"Indianapolis,IN",580.0
1046,26900,1973,"Indianapolis,IN",460.0
1047,26900,1974,"Indianapolis,IN",670.0
1048,26900,1975,"Indianapolis,IN",560.0
1049,26900,1976,"Indianapolis,IN",460.0
1050,26900,1977,"Indianapolis,IN",670.0
1051,26900,1978,"Indianapolis,IN",520.0
1052,26900,1979,"Indianapolis,IN",720.0
1053,26900,1980,"Indianapolis,IN",520.0
1054,26900,1981,"Indianapolis,IN",790.0
1055,26900,1982,"Indianapolis,IN",640.0
1056,26900,1983,"Indianapolis,IN",520.0
1057,26900,1984,"Indianapolis,IN",460.0
1058,26900,1985,"Indianapolis,IN",550.0
1059,26900,1986,"Indianapolis,IN",530.0
1060,26900,1987,"Indianapolis,IN",700.0
1061,26900,1988,"Indianapolis,IN",750.0
1062,26900,1989,"Indianapolis,IN",840.0
1063,26900,1990,"Indianapolis,IN",810.0
1064,26900,1991,"Indianapolis,IN",880.0
1065,26900,1992,"Indianapolis,IN",810.0
1066,26900,1993,"Indianapolis,IN",840.0
1067,26900,1994,"Indianapolis,IN",760.0
1068,26900,1995,"Indianapolis,IN",560.0
1069,26900,1996,"Indianapolis,IN",550.0
1070,26900,1997,"Indianapolis,IN",390.0
1071,26900,1998,"Indianapolis,IN",510.0
1072,26900,1999,"Indianapolis,IN",310.0
1073,26900,2000,"Indianapolis,IN",510.0
1074,26900,2001,"Indianapolis,IN",430.0
1075,26900,2002,"Indianapolis,IN",360.0
1076,26900,2003,"Indianapolis,IN",610.0
1077,26900,2004,"Indianapolis,IN",360.0
1078,26900,2005,"Indianapolis,IN",390.0
1079,26900,2006,"Indianapolis,IN",570.0
1080,26900,2007,"Indianapolis,IN",630.0
1081,26900,2008,"Indianapolis,IN",540.0
1082,26900,2009,"Indianapolis,IN",610.0
1083,26900,2010,"Indianapolis,IN",740.0
1084,36420,1960,"OklahomaCity,OK",91.0
1085,36420,1961,"OklahomaCity,OK",133.0
1086,36420,1962,"OklahomaCity,OK",133.0
1087,36420,1963,"OklahomaCity,OK",147.0
1088,36420,1964,"OklahomaCity,OK",140.0
1089,36420,1965,"OklahomaCity,OK",182.0
1090,36420,1966,"OklahomaCity,OK",168.0
1091,36420,1967,"OklahomaCity,OK",231.0
1092,36420,1968,"OklahomaCity,OK",217.0
1093,36420,1969,"OklahomaCity,OK",182.0
1094,36420,1970,"OklahomaCity,OK",280.0
1095,36420,1971,"OklahomaCity,OK",322.0
1096,36420,1972,"OklahomaCity,OK",329.0
1097,36420,1973,"OklahomaCity,OK",336.0
1098,36420,1974,"OklahomaCity,OK",469.0
1099,36420,1975,"OklahomaCity,OK",357.0
1100,36420,1976,"OklahomaCity,OK",273.0
1101,36420,1977,"OklahomaCity,OK",399.0
1102,36420,1978,"OklahomaCity,OK",434.0
1103,36420,1979,"OklahomaCity,OK",378.0
1104,36420,1980,"OklahomaCity,OK",371.0
1105,36420,1981,"OklahomaCity,OK",448.0
1106,36420,1982,"OklahomaCity,OK",490.0
1107,36420,1983,"OklahomaCity,OK",392.0
1108,36420,1984,"OklahomaCity,OK",357.0
1109,36420,1985,"OklahomaCity,OK",413.0
1110,36420,1986,"OklahomaCity,OK",511.0
1111,36420,1987,"OklahomaCity,OK",448.0
1112,36420,1988,"OklahomaCity,OK",364.0
1113,36420,1989,"OklahomaCity,OK",483.0
1114,36420,1990,"OklahomaCity,OK",392.0
1115,36420,1991,"OklahomaCity,OK",399.0
1116,36420,1992,"OklahomaCity,OK",511.0
1117,36420,1993,"OklahomaCity,OK",350.0
1118,36420,1994,"OklahomaCity,OK",378.0
1119,36420,1995,"OklahomaCity,OK",427.0
1120,36420,1996,"OklahomaCity,OK",287.0
1121,36420,1997,"OklahomaCity,OK",385.0
1122,36420,1998,"OklahomaCity,OK",329.0
1123,36420,1999,"OklahomaCity,OK",280.0
1124,36420,2000,"OklahomaCity,OK",280.0
1125,36420,2001,"OklahomaCity,OK",329.0
1126,36420,2002,"OklahomaCity,OK",259.0
1127,36420,2003,"OklahomaCity,OK",273.0
1128,36420,2004,"OklahomaCity,OK",280.0
1129,36420,2005,"OklahomaCity,OK",392.0
1130,36420,2006,"OklahomaCity,OK",336.0
1131,36420,2007,"OklahomaCity,OK",462.0
1132,36420,2008,"OklahomaCity,OK",259.0
1133,36420,2009,"OklahomaCity,OK",308.0
1134,36420,2010,"OklahomaCity,OK",294.0
1135,37964,1960,"Philadelphia,PA",350.0
1136,37964,1961,"Philadelphia,PA",365.0
1137,37964,1962,"Philadelphia,PA",285.0
1138,37964,1963,"Philadelphia,PA",320.0
1139,37964,1964,"Philadelphia,PA",345.0
1140,37964,1965,"Philadelphia,PA",415.0
1141,37964,1966,"Philadelphia,PA",380.0
1142,37964,1967,"Philadelphia,PA",415.0
1143,37964,1968,"Philadelphia,PA",470.0
1144,37964,1969,"Philadelphia,PA",590.0
1145,37964,1970,"Philadelphia,PA",450.0
1146,37964,1971,"Philadelphia,PA",390.0
1147,37964,1972,"Philadelphia,PA",550.0
1148,37964,1973,"Philadelphia,PA",470.0
1149,37964,1974,"Philadelphia,PA",595.0
1150,37964,1983,"Philadelphia,PA",190.0
1151,37964,1984,"Philadelphia,PA",300.0
1152,37964,1985,"Philadelphia,PA",255.0
1153,37964,1986,"Philadelphia,PA",160.0
1154,37964,1987,"Philadelphia,PA",170.0
1155,37964,1988,"Philadelphia,PA",195.0
1156,37964,1989,"Philadelphia,PA",150.0
1157,37964,1990,"Philadelphia,PA",150.0
1158,37964,1991,"Philadelphia,PA",205.0
1159,37964,1993,"Philadelphia,PA",180.0
1160,37964,1994,"Philadelphia,PA",145.0
1161,37964,1995,"Philadelphia,PA",130.0
1162,37964,1996,"Philadelphia,PA",115.0
1163,37964,1997,"Philadelphia,PA",160.0
1164,37964,1998,"Philadelphia,PA",150.0
1165,37964,1999,"Philadelphia,PA",135.0
1166,37964,2000,"Philadelphia,PA",125.0
1167,37964,2001,"Philadelphia,PA",185.0
1168,37964,2002,"Philadelphia,PA",120.0
1169,37964,2003,"Philadelphia,PA",20.0
1170,37964,2004,"Philadelphia,PA",10.0
1171,37964,2005,"Philadelphia,PA",15.0
1172,37964,2006,"Philadelphia,PA",20.0
1173,37964,2007,"Philadelphia,PA",20.0
1174,37964,2008,"Philadelphia,PA",20.0
1175,37964,2009,"Philadelphia,PA",15.0
1176,37964,2010,"Philadelphia,PA",20.0
1177,46140,1981,"Tulsa,OK",14.0
1178,46140,1982,"Tulsa,OK",28.0
1179,46140,1983,"Tulsa,OK",21.0
1180,46140,1984,"Tulsa,OK",119.0
1181,46140,1985,"Tulsa,OK",105.0
1182,46140,1986,"Tulsa,OK",140.0
1183,46140,1987,"Tulsa,OK",105.0
1184,46140,1988,"Tulsa,OK",112.0
1185,46140,1989,"Tulsa,OK",91.0
1186,46140,1990,"Tulsa,OK",91.0
1187,46140,1991,"Tulsa,OK",182.0
1188,46140,1992,"Tulsa,OK",126.0
1189,46140,1993,"Tulsa,OK",133.0
1190,46140,1994,"Tulsa,OK",140.0
1191,46140,1995,"Tulsa,OK",217.0
1192,46140,1996,"Tulsa,OK",168.0
1193,46140,1997,"Tulsa,OK",168.0
1194,46140,1998,"Tulsa,OK",140.0
1195,46140,1999,"Tulsa,OK",133.0
1196,46140,2000,"Tulsa,OK",84.0
1197,46140,2001,"Tulsa,OK",84.0
1198,46140,2002,"Tulsa,OK",133.0
1199,46140,2003,"Tulsa,OK",63.0
1200,46140,2004,"Tulsa,OK",7.0
1201,46140,2005,"Tulsa,OK",63.0
1202,46140,2006,"Tulsa,OK",35.0
1203,46140,2007,"Tulsa,OK",497.0
1204,46140,2008,"Tulsa,OK",490.0
1205,46140,2009,"Tulsa,OK",126.0
1206,46140,2010,"Tulsa,OK",210.0
1207,47260,1960,"Norfolk,VA",912.0
1208,47260,1961,"Norfolk,VA",792.0
1209,47260,1962,"Norfolk,VA",1000.0
1210,47260,1963,"Norfolk,VA",1144.0
1211,47260,1964,"Norfolk,VA",1272.0
1212,47260,1965,"Norfolk,VA",1232.0
1213,47260,1966,"Norfolk,VA",1528.0
1214,47260,1967,"Norfolk,VA",1752.0
1215,47260,1968,"Norfolk,VA",2040.0
1216,47260,1969,"Norfolk,VA",2008.0
1217,47260,1970,"Norfolk,VA",2024.0
1218,47260,1971,"Norfolk,VA",2600.0
1219,47260,1972,"Norfolk,VA",2840.0
1220,47260,1973,"Norfolk,VA",2432.0
1221,47260,1974,"Norfolk,VA",2776.0
1222,47260,1975,"Norfolk,VA",2504.0
1223,47260,1976,"Norfolk,VA",1592.0
1224,47260,1977,"Norfolk,VA",1384.0
1225,47260,1978,"Norfolk,VA",1816.0
1226,47260,1979,"Norfolk,VA",2192.0
1227,47260,1980,"Norfolk,VA",2040.0
1228,47260,1981,"Norfolk,VA",1880.0
1229,47260,1982,"Norfolk,VA",2192.0
1230,47260,1983,"Norfolk,VA",2008.0
1231,47260,1984,"Norfolk,VA",2088.0
1232,47260,1985,"Norfolk,VA",1824.0
1233,47260,1986,"Norfolk,VA",2112.0
1234,47260,1987,"Norfolk,VA",2304.0
1235,47260,1988,"Norfolk,VA",2312.0
1236,47260,1989,"Norfolk,VA",2416.0
1237,47260,1990,"Norfolk,VA",2688.0
1238,47260,1991,"Norfolk,VA",2856.0
1239,47260,1992,"Norfolk,VA",3000.0
1240,47260,1993,"Norfolk,VA",3128.0
1241,47260,1994,"Norfolk,VA",2912.0
1242,47260,1995,"Norfolk,VA",3016.0
1243,47260,1996,"Norfolk,VA",3112.0
1244,47260,1997,"Norfolk,VA",2632.0
1245,47260,1998,"Norfolk,VA",2848.0
1246,47260,1999,"Norfolk,VA",512.0
1247,47260,2000,"Norfolk,VA",2440.0
1248,47260,2001,"Norfolk,VA",2312.0
1249,47260,2002,"Norfolk,VA",2464.0
1250,47260,2003,"Norfolk,VA",2504.0
1251,47260,2004,"Norfolk,VA",2432.0
1252,47260,2005,"Norfolk,VA",2472.0
1253,47260,2006,"Norfolk,VA",2592.0
1254,47260,2007,"Norfolk,VA",2560.0
1255,47260,2008,"Norfolk,VA",2200.0
1256,47260,2009,"Norfolk,VA",2256.0
1257,47260,2010,"Norfolk,VA",2064.0
1258,19780,1970,"DesMoines,IA",10.0
1259,19780,1971,"DesMoines,IA",35.0
1260,19780,1972,"DesMoines,IA",40.0
1261,19780,1973,"DesMoines,IA",15.0
1262,19780,1974,"DesMoines,IA",45.0
1263,19780,1975,"DesMoines,IA",10.0
1264,19780,1976,"DesMoines,IA",10.0
1265,19780,1977,"DesMoines,IA",5.0
1266,19780,1978,"DesMoines,IA",40.0
1267,19780,1979,"DesMoines,IA",40.0
1268,19780,1980,"DesMoines,IA",40.0
1269,19780,1981,"DesMoines,IA",155.0
1270,19780,1982,"DesMoines,IA",130.0
1271,19780,1983,"DesMoines,IA",80.0
1272,19780,1984,"DesMoines,IA",80.0
1273,19780,1985,"DesMoines,IA",65.0
1274,19780,1986,"DesMoines,IA",55.0
1275,19780,1987,"DesMoines,IA",65.0
1276,19780,1988,"DesMoines,IA",90.0
1277,19780,1989,"DesMoines,IA",70.0
1278,19780,1990,"DesMoines,IA",40.0
1279,19780,1991,"DesMoines,IA",55.0
1280,19780,1992,"DesMoines,IA",55.0
1281,19780,1993,"DesMoines,IA",30.0
1282,19780,1994,"DesMoines,IA",100.0
1283,19780,1995,"DesMoines,IA",70.0
1284,19780,1996,"DesMoines,IA",45.0
1285,19780,1997,"DesMoines,IA",40.0
1286,19780,1998,"DesMoines,IA",30.0
1287,19780,1999,"DesMoines,IA",45.0
1288,19780,2000,"DesMoines,IA",55.0
1289,19780,2001,"DesMoines,IA",55.0
1290,19780,2002,"DesMoines,IA",50.0
1291,19780,2003,"DesMoines,IA",50.0
1292,19780,2004,"DesMoines,IA",30.0
1293,19780,2005,"DesMoines,IA",20.0
1294,19780,2006,"DesMoines,IA",20.0
1295,19780,2007,"DesMoines,IA",20.0
1296,19780,2008,"DesMoines,IA",50.0
