,cbsa,year,murder,city
733,17820,2010,16.0,"ColoradoSprings,CO"
734,17820,2011,16.0,"ColoradoSprings,CO"
735,17820,2012,19.0,"ColoradoSprings,CO"
736,17820,2013,16.0,"ColoradoSprings,CO"
737,17820,2014,10.0,"ColoradoSprings,CO"
738,17900,1960,7.0,"Columbia,SC"
739,17900,1961,7.0,"Columbia,SC"
740,17900,1962,6.0,"Columbia,SC"
741,17900,1963,2.0,"Columbia,SC"
742,17900,1964,14.0,"Columbia,SC"
743,17900,1965,6.0,"Columbia,SC"
744,17900,1966,4.0,"Columbia,SC"
745,17900,1967,16.0,"Columbia,SC"
746,17900,1968,16.0,"Columbia,SC"
747,17900,1969,16.0,"Columbia,SC"
748,17900,1970,13.0,"Columbia,SC"
749,17900,1971,19.0,"Columbia,SC"
750,17900,1972,19.0,"Columbia,SC"
751,17900,1973,37.0,"Columbia,SC"
752,17900,1974,34.0,"Columbia,SC"
753,17900,1975,30.0,"Columbia,SC"
754,17900,1976,17.0,"Columbia,SC"
755,17900,1977,27.0,"Columbia,SC"
756,17900,1978,21.0,"Columbia,SC"
757,17900,1979,15.0,"Columbia,SC"
758,17900,1980,25.0,"Columbia,SC"
759,17900,1981,27.0,"Columbia,SC"
760,17900,1982,31.0,"Columbia,SC"
761,17900,1983,15.0,"Columbia,SC"
762,17900,1984,31.0,"Columbia,SC"
763,17900,1985,17.0,"Columbia,SC"
764,17900,1986,27.0,"Columbia,SC"
765,17900,1987,24.0,"Columbia,SC"
766,17900,1988,18.0,"Columbia,SC"
767,17900,1989,26.0,"Columbia,SC"
768,17900,1990,32.0,"Columbia,SC"
769,17900,1991,37.0,"Columbia,SC"
770,17900,1992,19.0,"Columbia,SC"
771,17900,1993,23.0,"Columbia,SC"
772,17900,1994,19.0,"Columbia,SC"
773,17900,1995,23.0,"Columbia,SC"
774,17900,1996,19.0,"Columbia,SC"
775,17900,1997,22.0,"Columbia,SC"
776,17900,1998,25.0,"Columbia,SC"
777,17900,1999,11.0,"Columbia,SC"
778,17900,2000,18.0,"Columbia,SC"
779,17900,2001,18.0,"Columbia,SC"
780,17900,2002,12.0,"Columbia,SC"
781,17900,2003,19.0,"Columbia,SC"
782,17900,2004,18.0,"Columbia,SC"
783,17900,2005,19.0,"Columbia,SC"
784,17900,2006,36.0,"Columbia,SC"
785,17900,2007,20.0,"Columbia,SC"
786,17900,2008,25.0,"Columbia,SC"
787,17900,2009,25.0,"Columbia,SC"
788,17900,2010,25.0,"Columbia,SC"
789,17900,2011,26.0,"Columbia,SC"
790,17900,2012,30.0,"Columbia,SC"
791,17900,2013,8.0,"Columbia,SC"
792,17900,2014,18.0,"Columbia,SC"
793,17980,1960,99.0,"Columbus,GA"
794,17980,1961,116.0,"Columbus,GA"
795,17980,1962,113.0,"Columbus,GA"
796,17980,1963,122.0,"Columbus,GA"
797,17980,1964,161.0,"Columbus,GA"
798,17980,1965,131.0,"Columbus,GA"
799,17980,1966,145.0,"Columbus,GA"
800,17980,1967,153.0,"Columbus,GA"
801,17980,1968,224.0,"Columbus,GA"
802,17980,1969,246.0,"Columbus,GA"
803,17980,1970,281.0,"Columbus,GA"
804,17980,1971,206.0,"Columbus,GA"
805,17980,1972,195.0,"Columbus,GA"
806,17980,1973,385.0,"Columbus,GA"
807,17980,1974,356.0,"Columbus,GA"
808,17980,1975,374.0,"Columbus,GA"
809,17980,1976,374.0,"Columbus,GA"
810,17980,1977,349.0,"Columbus,GA"
811,17980,1978,410.0,"Columbus,GA"
812,17980,1979,459.0,"Columbus,GA"
813,17980,1980,527.0,"Columbus,GA"
814,17980,1981,497.0,"Columbus,GA"
815,17980,1982,479.0,"Columbus,GA"
816,17980,1983,305.0,"Columbus,GA"
817,17980,1984,382.0,"Columbus,GA"
818,17980,1985,338.0,"Columbus,GA"
819,17980,1986,416.0,"Columbus,GA"
820,17980,1987,394.0,"Columbus,GA"
821,17980,1988,437.0,"Columbus,GA"
822,17980,1989,417.0,"Columbus,GA"
823,17980,1990,526.0,"Columbus,GA"
824,17980,1991,600.0,"Columbus,GA"
825,17980,1992,470.0,"Columbus,GA"
826,17980,1993,402.0,"Columbus,GA"
827,17980,1994,373.0,"Columbus,GA"
828,17980,1995,340.0,"Columbus,GA"
829,17980,1996,285.0,"Columbus,GA"
830,17980,1997,271.0,"Columbus,GA"
831,17980,1998,278.0,"Columbus,GA"
832,17980,1999,244.0,"Columbus,GA"
833,17980,2000,293.0,"Columbus,GA"
834,17980,2001,293.0,"Columbus,GA"
835,17980,2002,286.0,"Columbus,GA"
836,17980,2003,298.0,"Columbus,GA"
837,17980,2004,335.0,"Columbus,GA"
838,17980,2005,285.0,"Columbus,GA"
839,17980,2006,256.0,"Columbus,GA"
840,17980,2007,312.0,"Columbus,GA"
841,17980,2008,287.0,"Columbus,GA"
842,17980,2009,237.0,"Columbus,GA"
843,17980,2010,208.0,"Columbus,GA"
844,17980,2011,203.0,"Columbus,GA"
845,17980,2012,195.0,"Columbus,GA"
846,17980,2013,215.0,"Columbus,GA"
847,17980,2014,180.0,"Columbus,GA"
848,18140,1960,2.0,"Columbus,OH"
849,18140,1961,2.0,"Columbus,OH"
850,18140,1962,4.0,"Columbus,OH"
851,18140,1963,3.0,"Columbus,OH"
852,18140,1964,3.0,"Columbus,OH"
853,18140,1965,2.0,"Columbus,OH"
854,18140,1966,6.0,"Columbus,OH"
855,18140,1967,5.0,"Columbus,OH"
856,18140,1968,7.0,"Columbus,OH"
857,18140,1969,10.0,"Columbus,OH"
858,18140,1970,12.0,"Columbus,OH"
859,18140,1971,14.0,"Columbus,OH"
860,18140,1972,15.0,"Columbus,OH"
861,18140,1973,11.0,"Columbus,OH"
862,18140,1974,18.0,"Columbus,OH"
863,18140,1975,16.0,"Columbus,OH"
864,18140,1976,15.0,"Columbus,OH"
865,18140,1977,9.0,"Columbus,OH"
866,18140,1978,20.0,"Columbus,OH"
867,18140,1979,9.0,"Columbus,OH"
868,18140,1980,13.0,"Columbus,OH"
869,18140,1981,19.0,"Columbus,OH"
870,18140,1982,10.0,"Columbus,OH"
871,18140,1983,11.0,"Columbus,OH"
872,18140,1984,19.0,"Columbus,OH"
873,18140,1985,24.0,"Columbus,OH"
874,18140,1986,24.0,"Columbus,OH"
875,18140,1987,29.0,"Columbus,OH"
876,18140,1988,19.0,"Columbus,OH"
877,18140,1989,12.0,"Columbus,OH"
878,18140,1990,12.0,"Columbus,OH"
879,18140,1991,17.0,"Columbus,OH"
880,18140,1992,18.0,"Columbus,OH"
881,18140,1993,19.0,"Columbus,OH"
882,18140,1994,20.0,"Columbus,OH"
883,18140,1995,19.0,"Columbus,OH"
884,18140,1996,14.0,"Columbus,OH"
885,18140,1997,22.0,"Columbus,OH"
886,18140,1998,22.0,"Columbus,OH"
887,18140,1999,18.0,"Columbus,OH"
888,18140,2000,16.0,"Columbus,OH"
889,18140,2001,23.0,"Columbus,OH"
890,18140,2002,24.0,"Columbus,OH"
891,18140,2003,39.0,"Columbus,OH"
892,18140,2004,45.0,"Columbus,OH"
893,18140,2005,51.0,"Columbus,OH"
894,18140,2006,60.0,"Columbus,OH"
895,18140,2007,78.0,"Columbus,OH"
896,18140,2008,98.0,"Columbus,OH"
897,18140,2009,77.0,"Columbus,OH"
898,18140,2010,71.0,"Columbus,OH"
899,18140,2011,53.0,"Columbus,OH"
900,18140,2012,91.0,"Columbus,OH"
901,18140,2013,53.0,"Columbus,OH"
902,18140,2014,64.0,"Columbus,OH"
903,19124,1960,18.0,"Dallas,TX"
904,19124,1961,14.0,"Dallas,TX"
905,19124,1962,19.0,"Dallas,TX"
906,19124,1963,8.0,"Dallas,TX"
907,19124,1964,11.0,"Dallas,TX"
908,19124,1965,9.0,"Dallas,TX"
909,19124,1966,20.0,"Dallas,TX"
910,19124,1967,12.0,"Dallas,TX"
911,19124,1968,15.0,"Dallas,TX"
912,19124,1969,19.0,"Dallas,TX"
913,19124,1970,21.0,"Dallas,TX"
914,19124,1971,24.0,"Dallas,TX"
915,19124,1972,24.0,"Dallas,TX"
916,19124,1973,34.0,"Dallas,TX"
917,19124,1974,50.0,"Dallas,TX"
918,19124,1975,36.0,"Dallas,TX"
919,19124,1976,30.0,"Dallas,TX"
920,19124,1977,32.0,"Dallas,TX"
921,19124,1978,33.0,"Dallas,TX"
922,19124,1979,29.0,"Dallas,TX"
923,19124,1980,49.0,"Dallas,TX"
924,19124,1981,51.0,"Dallas,TX"
925,19124,1982,52.0,"Dallas,TX"
926,19124,1983,50.0,"Dallas,TX"
927,19124,1984,43.0,"Dallas,TX"
928,19124,1985,43.0,"Dallas,TX"
929,19124,1986,33.0,"Dallas,TX"
930,19124,1987,41.0,"Dallas,TX"
931,19124,1988,54.0,"Dallas,TX"
932,19124,1989,54.0,"Dallas,TX"
933,19124,1990,55.0,"Dallas,TX"
934,19124,1991,59.0,"Dallas,TX"
935,19124,1992,50.0,"Dallas,TX"
936,19124,1993,51.0,"Dallas,TX"
937,19124,1994,47.0,"Dallas,TX"
938,19124,1995,33.0,"Dallas,TX"
939,19124,1996,45.0,"Dallas,TX"
940,19124,1997,28.0,"Dallas,TX"
941,19124,1998,40.0,"Dallas,TX"
942,19124,1999,26.0,"Dallas,TX"
943,19124,2000,36.0,"Dallas,TX"
944,19124,2001,38.0,"Dallas,TX"
945,19124,2002,22.0,"Dallas,TX"
946,19124,2003,35.0,"Dallas,TX"
947,19124,2004,12.0,"Dallas,TX"
948,19124,2005,34.0,"Dallas,TX"
949,19124,2006,29.0,"Dallas,TX"
950,19124,2007,75.0,"Dallas,TX"
951,19124,2008,63.0,"Dallas,TX"
952,19124,2009,16.0,"Dallas,TX"
953,19124,2010,22.0,"Dallas,TX"
954,19124,2011,16.0,"Dallas,TX"
955,19124,2012,27.0,"Dallas,TX"
956,19124,2013,15.0,"Dallas,TX"
957,19124,2014,19.0,"Dallas,TX"
958,19740,1960,44.0,"Aurora,CO-Denver,CO"
959,19740,1961,38.0,"Aurora,CO-Denver,CO"
960,19740,1962,26.0,"Aurora,CO-Denver,CO"
961,19740,1963,40.0,"Aurora,CO-Denver,CO"
962,19740,1964,44.0,"Aurora,CO-Denver,CO"
963,19740,1965,34.0,"Aurora,CO-Denver,CO"
964,19740,1966,66.0,"Aurora,CO-Denver,CO"
965,19740,1967,54.0,"Aurora,CO-Denver,CO"
966,19740,1968,88.0,"Aurora,CO-Denver,CO"
967,19740,1969,100.0,"Aurora,CO-Denver,CO"
968,19740,1970,126.0,"Aurora,CO-Denver,CO"
969,19740,1971,100.0,"Aurora,CO-Denver,CO"
970,19740,1972,98.0,"Aurora,CO-Denver,CO"
971,19740,1973,76.0,"Aurora,CO-Denver,CO"
972,19740,1974,108.0,"Aurora,CO-Denver,CO"
973,19740,1975,88.0,"Aurora,CO-Denver,CO"
974,19740,1976,80.0,"Aurora,CO-Denver,CO"
975,19740,1977,116.0,"Aurora,CO-Denver,CO"
976,19740,1978,96.0,"Aurora,CO-Denver,CO"
977,19740,1979,108.0,"Aurora,CO-Denver,CO"
978,19740,1980,98.0,"Aurora,CO-Denver,CO"
979,19740,1981,92.0,"Aurora,CO-Denver,CO"
980,19740,1982,84.0,"Aurora,CO-Denver,CO"
981,19740,1983,74.0,"Aurora,CO-Denver,CO"
982,19740,1984,56.0,"Aurora,CO-Denver,CO"
983,19740,1985,94.0,"Aurora,CO-Denver,CO"
984,19740,1986,72.0,"Aurora,CO-Denver,CO"
985,19740,1987,96.0,"Aurora,CO-Denver,CO"
986,19740,1988,98.0,"Aurora,CO-Denver,CO"
987,19740,1989,118.0,"Aurora,CO-Denver,CO"
988,19740,1990,152.0,"Aurora,CO-Denver,CO"
989,19740,1991,160.0,"Aurora,CO-Denver,CO"
990,19740,1992,122.0,"Aurora,CO-Denver,CO"
991,19740,1993,120.0,"Aurora,CO-Denver,CO"
992,19740,1994,106.0,"Aurora,CO-Denver,CO"
993,19740,1995,68.0,"Aurora,CO-Denver,CO"
994,19740,1996,98.0,"Aurora,CO-Denver,CO"
995,19740,1997,60.0,"Aurora,CO-Denver,CO"
996,19740,1998,88.0,"Aurora,CO-Denver,CO"
997,19740,1999,38.0,"Aurora,CO-Denver,CO"
998,19740,2000,56.0,"Aurora,CO-Denver,CO"
999,19740,2001,64.0,"Aurora,CO-Denver,CO"
1000,19740,2002,46.0,"Aurora,CO-Denver,CO"
1001,19740,2003,96.0,"Aurora,CO-Denver,CO"
1002,19740,2004,54.0,"Aurora,CO-Denver,CO"
1003,19740,2005,60.0,"Aurora,CO-Denver,CO"
1004,19740,2006,76.0,"Aurora,CO-Denver,CO"
1005,19740,2007,84.0,"Aurora,CO-Denver,CO"
1006,19740,2008,90.0,"Aurora,CO-Denver,CO"
1007,19740,2009,86.0,"Aurora,CO-Denver,CO"
1008,19740,2010,110.0,"Aurora,CO-Denver,CO"
1009,19740,2011,104.0,"Aurora,CO-Denver,CO"
1010,19740,2012,92.0,"Aurora,CO-Denver,CO"
1011,19740,2013,64.0,"Aurora,CO-Denver,CO"
1012,19740,2014,50.0,"Aurora,CO-Denver,CO"
1013,19780,1970,2.0,"DesMoines,IA"
1014,19780,1971,8.0,"DesMoines,IA"
1015,19780,1972,8.0,"DesMoines,IA"
1016,19780,1973,4.0,"DesMoines,IA"
1017,19780,1974,9.0,"DesMoines,IA"
1018,19780,1975,2.0,"DesMoines,IA"
1019,19780,1976,2.0,"DesMoines,IA"
1020,19780,1977,3.0,"DesMoines,IA"
1021,19780,1978,9.0,"DesMoines,IA"
1022,19780,1979,8.0,"DesMoines,IA"
1023,19780,1980,9.0,"DesMoines,IA"
1024,19780,1981,32.0,"DesMoines,IA"
1025,19780,1982,31.0,"DesMoines,IA"
1026,19780,1983,17.0,"DesMoines,IA"
1027,19780,1984,19.0,"DesMoines,IA"
1028,19780,1985,15.0,"DesMoines,IA"
1029,19780,1986,12.0,"DesMoines,IA"
1030,19780,1987,16.0,"DesMoines,IA"
1031,19780,1988,18.0,"DesMoines,IA"
1032,19780,1989,14.0,"DesMoines,IA"
1033,19780,1990,8.0,"DesMoines,IA"
1034,19780,1991,14.0,"DesMoines,IA"
1035,19780,1992,12.0,"DesMoines,IA"
1036,19780,1993,6.0,"DesMoines,IA"
1037,19780,1994,21.0,"DesMoines,IA"
1038,19780,1995,17.0,"DesMoines,IA"
1039,19780,1996,9.0,"DesMoines,IA"
1040,19780,1997,8.0,"DesMoines,IA"
1041,19780,1998,7.0,"DesMoines,IA"
1042,19780,1999,12.0,"DesMoines,IA"
1043,19780,2000,12.0,"DesMoines,IA"
1044,19780,2001,11.0,"DesMoines,IA"
1045,19780,2002,10.0,"DesMoines,IA"
1046,19780,2003,10.0,"DesMoines,IA"
1047,19780,2004,6.0,"DesMoines,IA"
1048,19780,2005,5.0,"DesMoines,IA"
1049,19780,2006,4.0,"DesMoines,IA"
1050,19780,2007,5.0,"DesMoines,IA"
1051,19780,2008,10.0,"DesMoines,IA"
1052,19780,2009,1.0,"DesMoines,IA"
1053,19780,2010,5.0,"DesMoines,IA"
1054,19780,2011,6.0,"DesMoines,IA"
1055,19780,2012,6.0,"DesMoines,IA"
1056,19780,2013,4.0,"DesMoines,IA"
1057,19780,2014,9.0,"DesMoines,IA"
1058,19804,1981,4.0,"Detroit,MI"
1059,19804,1982,10.0,"Detroit,MI"
1060,19804,1983,5.0,"Detroit,MI"
1061,19804,1984,5.0,"Detroit,MI"
1062,19804,1985,3.0,"Detroit,MI"
1063,19804,1986,7.0,"Detroit,MI"
1064,19804,1987,16.0,"Detroit,MI"
1065,19804,1988,5.0,"Detroit,MI"
1066,19804,1989,12.0,"Detroit,MI"
1067,19804,1990,14.0,"Detroit,MI"
1068,19804,1991,11.0,"Detroit,MI"
1069,19804,1992,14.0,"Detroit,MI"
1070,19804,1993,6.0,"Detroit,MI"
1071,19804,1994,6.0,"Detroit,MI"
1072,19804,1995,5.0,"Detroit,MI"
1073,19804,1996,10.0,"Detroit,MI"
1074,19804,1997,8.0,"Detroit,MI"
1075,19804,1998,6.0,"Detroit,MI"
1076,19804,1999,4.0,"Detroit,MI"
1077,19804,2000,8.0,"Detroit,MI"
1078,19804,2001,11.0,"Detroit,MI"
1079,19804,2002,4.0,"Detroit,MI"
1080,19804,2003,106.0,"Detroit,MI"
1081,19804,2004,83.0,"Detroit,MI"
1082,19804,2005,88.0,"Detroit,MI"
1083,19804,2006,76.0,"Detroit,MI"
1084,19804,2007,111.0,"Detroit,MI"
1085,19804,2008,92.0,"Detroit,MI"
1086,19804,2009,85.0,"Detroit,MI"
1087,19804,2010,81.0,"Detroit,MI"
1088,19804,2011,62.0,"Detroit,MI"
1089,19804,2012,8.0,"Detroit,MI"
1090,19804,2013,21.0,"Detroit,MI"
1091,19804,2014,18.0,"Detroit,MI"
1092,21660,1964,6.0,"Eugene,OR"
1093,21660,1965,0.0,"Eugene,OR"
1094,21660,1966,4.0,"Eugene,OR"
1095,21660,1967,5.0,"Eugene,OR"
1096,21660,1968,1.0,"Eugene,OR"
1097,21660,1969,0.0,"Eugene,OR"
1098,21660,1970,4.0,"Eugene,OR"
1099,21660,1971,4.0,"Eugene,OR"
1100,21660,1972,3.0,"Eugene,OR"
1101,21660,1973,5.0,"Eugene,OR"
1102,21660,1974,10.0,"Eugene,OR"
1103,21660,1975,6.0,"Eugene,OR"
1104,21660,1976,6.0,"Eugene,OR"
1105,21660,1977,6.0,"Eugene,OR"
1106,21660,1978,5.0,"Eugene,OR"
1107,21660,1979,0.0,"Eugene,OR"
1108,21660,1980,7.0,"Eugene,OR"
1109,21660,1981,3.0,"Eugene,OR"
1110,21660,1982,3.0,"Eugene,OR"
1111,21660,1983,3.0,"Eugene,OR"
1112,21660,1984,5.0,"Eugene,OR"
1113,21660,1985,2.0,"Eugene,OR"
1114,21660,1986,3.0,"Eugene,OR"
1115,21660,1987,2.0,"Eugene,OR"
1116,21660,1988,3.0,"Eugene,OR"
1117,21660,1989,2.0,"Eugene,OR"
1118,21660,1990,9.0,"Eugene,OR"
1119,21660,1991,8.0,"Eugene,OR"
1120,21660,2003,2.0,"Eugene,OR"
1121,21660,2004,7.0,"Eugene,OR"
1122,21660,2005,3.0,"Eugene,OR"
1123,21660,2006,6.0,"Eugene,OR"
1124,21660,2007,4.0,"Eugene,OR"
1125,21660,2008,4.0,"Eugene,OR"
1126,21660,2009,1.0,"Eugene,OR"
1127,21660,2010,3.0,"Eugene,OR"
1128,21660,2011,4.0,"Eugene,OR"
1129,23060,1960,24.0,"FortWayne,IN"
1130,23060,1961,11.0,"FortWayne,IN"
1131,23060,1962,18.0,"FortWayne,IN"
1132,23060,1963,9.0,"FortWayne,IN"
1133,23060,1964,31.0,"FortWayne,IN"
1134,23060,1965,16.0,"FortWayne,IN"
1135,23060,1966,28.0,"FortWayne,IN"
1136,23060,1967,28.0,"FortWayne,IN"
1137,23060,1968,44.0,"FortWayne,IN"
1138,23060,1969,42.0,"FortWayne,IN"
1139,23060,1970,40.0,"FortWayne,IN"
1140,23060,1971,56.0,"FortWayne,IN"
1141,23060,1972,40.0,"FortWayne,IN"
1142,23060,1973,57.0,"FortWayne,IN"
1143,23060,1974,69.0,"FortWayne,IN"
1144,23060,1975,55.0,"FortWayne,IN"
1145,23060,1976,40.0,"FortWayne,IN"
1146,23060,1977,49.0,"FortWayne,IN"
1147,23060,1978,44.0,"FortWayne,IN"
1148,23060,1979,57.0,"FortWayne,IN"
1149,23060,1980,40.0,"FortWayne,IN"
1150,23060,1981,46.0,"FortWayne,IN"
1151,23060,1982,49.0,"FortWayne,IN"
1152,23060,1983,39.0,"FortWayne,IN"
1153,23060,1984,39.0,"FortWayne,IN"
1154,23060,1985,45.0,"FortWayne,IN"
1155,23060,1986,35.0,"FortWayne,IN"
1156,23060,1987,46.0,"FortWayne,IN"
1157,23060,1988,32.0,"FortWayne,IN"
1158,23060,1989,45.0,"FortWayne,IN"
1159,23060,1990,55.0,"FortWayne,IN"
1160,23060,1991,50.0,"FortWayne,IN"
1161,23060,1992,60.0,"FortWayne,IN"
1162,23060,1993,50.0,"FortWayne,IN"
1163,23060,1994,46.0,"FortWayne,IN"
1164,23060,1995,40.0,"FortWayne,IN"
1165,23060,1996,51.0,"FortWayne,IN"
1166,23060,1997,35.0,"FortWayne,IN"
1167,23060,1998,37.0,"FortWayne,IN"
1168,23060,1999,40.0,"FortWayne,IN"
1169,23060,2000,33.0,"FortWayne,IN"
1170,23060,2001,54.0,"FortWayne,IN"
1171,23060,2002,43.0,"FortWayne,IN"
1172,23060,2003,40.0,"FortWayne,IN"
1173,23060,2004,58.0,"FortWayne,IN"
1174,23060,2005,50.0,"FortWayne,IN"
1175,23060,2006,59.0,"FortWayne,IN"
1176,23060,2007,55.0,"FortWayne,IN"
1177,23060,2008,40.0,"FortWayne,IN"
1178,23060,2009,49.0,"FortWayne,IN"
1179,23060,2010,39.0,"FortWayne,IN"
1180,23060,2011,51.0,"FortWayne,IN"
1181,23060,2012,42.0,"FortWayne,IN"
1182,23060,2013,38.0,"FortWayne,IN"
1183,23060,2014,54.0,"FortWayne,IN"
1184,24340,2012,0.0,"GrandRapids,MI"
1185,24340,2013,1.0,"GrandRapids,MI"
1186,24340,2014,3.0,"GrandRapids,MI"
1187,24660,1960,37.0,"Greensboro,NC"
1188,24660,1961,30.0,"Greensboro,NC"
1189,24660,1962,34.0,"Greensboro,NC"
1190,24660,1963,37.0,"Greensboro,NC"
1191,24660,1964,35.0,"Greensboro,NC"
1192,24660,1965,58.0,"Greensboro,NC"
1193,24660,1966,48.0,"Greensboro,NC"
1194,24660,1967,65.0,"Greensboro,NC"
1195,24660,1968,64.0,"Greensboro,NC"
1196,24660,1969,65.0,"Greensboro,NC"
1197,24660,1970,100.0,"Greensboro,NC"
1198,24660,1971,71.0,"Greensboro,NC"
1199,24660,1972,76.0,"Greensboro,NC"
1200,24660,1973,92.0,"Greensboro,NC"
1201,24660,1974,105.0,"Greensboro,NC"
1202,24660,1975,117.0,"Greensboro,NC"
1203,24660,1976,66.0,"Greensboro,NC"
1204,24660,1977,71.0,"Greensboro,NC"
1205,24660,1978,77.0,"Greensboro,NC"
1206,24660,1979,84.0,"Greensboro,NC"
1207,24660,1980,91.0,"Greensboro,NC"
1208,24660,1981,78.0,"Greensboro,NC"
1209,24660,1982,66.0,"Greensboro,NC"
1210,24660,1983,93.0,"Greensboro,NC"
1211,24660,1984,102.0,"Greensboro,NC"
1212,24660,1985,94.0,"Greensboro,NC"
1213,24660,1986,92.0,"Greensboro,NC"
1214,24660,1987,101.0,"Greensboro,NC"
1215,24660,1988,91.0,"Greensboro,NC"
1216,24660,1989,133.0,"Greensboro,NC"
1217,24660,1990,154.0,"Greensboro,NC"
1218,24660,1991,178.0,"Greensboro,NC"
1219,24660,1992,151.0,"Greensboro,NC"
1220,24660,1993,205.0,"Greensboro,NC"
1221,24660,1994,145.0,"Greensboro,NC"
1222,24660,1995,142.0,"Greensboro,NC"
1223,24660,1996,116.0,"Greensboro,NC"
1224,24660,1997,122.0,"Greensboro,NC"
1225,24660,1998,133.0,"Greensboro,NC"
1226,24660,1999,129.0,"Greensboro,NC"
1227,24660,2000,108.0,"Greensboro,NC"
1228,24660,2001,113.0,"Greensboro,NC"
1229,24660,2002,103.0,"Greensboro,NC"
1230,24660,2003,100.0,"Greensboro,NC"
1231,24660,2004,89.0,"Greensboro,NC"
1232,24660,2005,118.0,"Greensboro,NC"
1233,24660,2006,125.0,"Greensboro,NC"
1234,24660,2007,110.0,"Greensboro,NC"
1235,24660,2008,137.0,"Greensboro,NC"
1236,24660,2009,96.0,"Greensboro,NC"
1237,24660,2010,90.0,"Greensboro,NC"
1238,24660,2011,86.0,"Greensboro,NC"
1239,24660,2012,109.0,"Greensboro,NC"
1240,24660,2013,121.0,"Greensboro,NC"
1241,24660,2014,107.0,"Greensboro,NC"
1242,25540,1960,0.0,"Hartford,CT"
1243,25540,1961,4.0,"Hartford,CT"
1244,25540,1962,7.0,"Hartford,CT"
1245,25540,1963,1.0,"Hartford,CT"
1246,25540,1964,11.0,"Hartford,CT"
1247,25540,1965,7.0,"Hartford,CT"
1248,25540,1966,5.0,"Hartford,CT"
1249,25540,1967,12.0,"Hartford,CT"
1250,25540,1968,10.0,"Hartford,CT"
1251,25540,1969,8.0,"Hartford,CT"
1252,25540,1970,7.0,"Hartford,CT"
1253,25540,1971,15.0,"Hartford,CT"
1254,25540,1972,17.0,"Hartford,CT"
1255,25540,1973,15.0,"Hartford,CT"
1256,25540,1974,20.0,"Hartford,CT"
1257,25540,1975,17.0,"Hartford,CT"
1258,25540,1976,15.0,"Hartford,CT"
1259,25540,1977,19.0,"Hartford,CT"
1260,25540,1978,13.0,"Hartford,CT"
1261,25540,1979,19.0,"Hartford,CT"
1262,25540,1980,11.0,"Hartford,CT"
1263,25540,1981,32.0,"Hartford,CT"
1264,25540,1982,20.0,"Hartford,CT"
1265,25540,1983,15.0,"Hartford,CT"
1266,25540,1984,19.0,"Hartford,CT"
1267,25540,1985,11.0,"Hartford,CT"
1268,25540,1986,16.0,"Hartford,CT"
1269,25540,1987,19.0,"Hartford,CT"
1270,25540,1988,28.0,"Hartford,CT"
1271,25540,1989,21.0,"Hartford,CT"
1272,25540,1990,15.0,"Hartford,CT"
1273,25540,1991,14.0,"Hartford,CT"
1274,25540,1992,21.0,"Hartford,CT"
1275,25540,1993,22.0,"Hartford,CT"
1276,25540,1994,26.0,"Hartford,CT"
1277,25540,1995,16.0,"Hartford,CT"
1278,25540,1996,3.0,"Hartford,CT"
1279,25540,1997,10.0,"Hartford,CT"
1280,25540,1998,10.0,"Hartford,CT"
1281,25540,1999,12.0,"Hartford,CT"
1282,25540,2000,8.0,"Hartford,CT"
1283,25540,2001,7.0,"Hartford,CT"
1284,25540,2002,7.0,"Hartford,CT"
1285,25540,2003,7.0,"Hartford,CT"
1286,25540,2004,5.0,"Hartford,CT"
1287,25540,2005,8.0,"Hartford,CT"
1288,25540,2006,11.0,"Hartford,CT"
1289,25540,2007,15.0,"Hartford,CT"
1290,25540,2008,12.0,"Hartford,CT"
1291,25540,2009,9.0,"Hartford,CT"
1292,25540,2010,14.0,"Hartford,CT"
1293,25540,2011,16.0,"Hartford,CT"
1294,25540,2012,9.0,"Hartford,CT"
1295,25540,2013,9.0,"Hartford,CT"
1296,25540,2014,9.0,"Hartford,CT"
1297,26420,1960,4.0,"Houston,TX"
1298,26420,1961,5.0,"Houston,TX"
1299,26420,1962,6.0,"Houston,TX"
1300,26420,1963,7.0,"Houston,TX"
1301,26420,1964,11.0,"Houston,TX"
1302,26420,1965,11.0,"Houston,TX"
1303,26420,1966,16.0,"Houston,TX"
1304,26420,1967,15.0,"Houston,TX"
1305,26420,1968,9.0,"Houston,TX"
1306,26420,1969,7.0,"Houston,TX"
1307,26420,1970,9.0,"Houston,TX"
1308,26420,1971,16.0,"Houston,TX"
1309,26420,1972,19.0,"Houston,TX"
1310,26420,1973,14.0,"Houston,TX"
1311,26420,1974,20.0,"Houston,TX"
1312,26420,1975,11.0,"Houston,TX"
1313,26420,1976,28.0,"Houston,TX"
1314,26420,1977,25.0,"Houston,TX"
1315,26420,1978,18.0,"Houston,TX"
1316,26420,1979,16.0,"Houston,TX"
1317,26420,1980,18.0,"Houston,TX"
1318,26420,1981,6.0,"Houston,TX"
1319,26420,1982,13.0,"Houston,TX"
1320,26420,1983,176.0,"Houston,TX"
1321,26420,1984,185.0,"Houston,TX"
1322,26420,1985,183.0,"Houston,TX"
1323,26420,1986,243.0,"Houston,TX"
1324,26420,1987,193.0,"Houston,TX"
1325,26420,1988,157.0,"Houston,TX"
1326,26420,1989,164.0,"Houston,TX"
1327,26420,1990,186.0,"Houston,TX"
1328,26420,1991,268.0,"Houston,TX"
